id,file,line,column,rule,message,status
256,src/__tests__/playwright/harness/spell-harness.js,25375,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
257,src/__tests__/playwright/harness/spell-harness.js,25390,13,no-useless-assignment,The value assigned to 'f' is not used in subsequent statements.,done
258,src/__tests__/playwright/harness/spell-harness.js,25455,15,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
259,src/__tests__/playwright/harness/spell-harness.js,25464,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
260,src/__tests__/playwright/harness/spell-harness.js,25477,16,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
261,src/__tests__/playwright/harness/spell-harness.js,25490,15,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
262,src/__tests__/playwright/harness/spell-harness.js,25507,15,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
263,src/__tests__/playwright/harness/spell-harness.js,25529,37,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
264,src/__tests__/playwright/harness/spell-harness.js,25572,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
265,src/__tests__/playwright/harness/spell-harness.js,25668,13,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
266,src/__tests__/playwright/harness/spell-harness.js,25675,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
267,src/__tests__/playwright/harness/spell-harness.js,25807,27,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
268,src/__tests__/playwright/harness/spell-harness.js,25810,14,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
269,src/__tests__/playwright/harness/spell-harness.js,25812,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
270,src/__tests__/playwright/harness/spell-harness.js,25838,7,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
271,src/__tests__/playwright/harness/spell-harness.js,25848,7,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
272,src/__tests__/playwright/harness/spell-harness.js,25864,7,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
273,src/__tests__/playwright/harness/spell-harness.js,25886,14,no-cond-assign,Expected a conditional expression and instead saw an assignment.,done
274,src/__tests__/playwright/harness/spell-harness.js,25895,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
275,src/__tests__/playwright/harness/spell-harness.js,25904,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
276,src/__tests__/playwright/harness/spell-harness.js,25919,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
277,src/__tests__/playwright/harness/spell-harness.js,25923,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
278,src/__tests__/playwright/harness/spell-harness.js,25927,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
279,src/__tests__/playwright/harness/spell-harness.js,25931,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
280,src/__tests__/playwright/harness/spell-harness.js,25935,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
281,src/__tests__/playwright/harness/spell-harness.js,25939,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
282,src/__tests__/playwright/harness/spell-harness.js,25945,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
283,src/__tests__/playwright/harness/spell-harness.js,25961,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
284,src/__tests__/playwright/harness/spell-harness.js,25965,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
285,src/__tests__/playwright/harness/spell-harness.js,25973,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
286,src/__tests__/playwright/harness/spell-harness.js,25974,13,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
287,src/__tests__/playwright/harness/spell-harness.js,25981,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
288,src/__tests__/playwright/harness/spell-harness.js,26001,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
289,src/__tests__/playwright/harness/spell-harness.js,26019,13,no-undef,'console' is not defined.,done
290,src/__tests__/playwright/harness/spell-harness.js,26032,9,no-useless-assignment,The value assigned to 'r' is not used in subsequent statements.,done
291,src/__tests__/playwright/harness/spell-harness.js,26037,13,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
292,src/__tests__/playwright/harness/spell-harness.js,26052,9,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
293,src/__tests__/playwright/harness/spell-harness.js,26063,9,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
294,src/__tests__/playwright/harness/spell-harness.js,26067,14,no-cond-assign,Expected a conditional expression and instead saw an assignment.,done
295,src/__tests__/playwright/harness/spell-harness.js,26074,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
296,src/__tests__/playwright/harness/spell-harness.js,26078,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
297,src/__tests__/playwright/harness/spell-harness.js,26082,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
298,src/__tests__/playwright/harness/spell-harness.js,26088,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
299,src/__tests__/playwright/harness/spell-harness.js,26094,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
300,src/__tests__/playwright/harness/spell-harness.js,26098,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
301,src/__tests__/playwright/harness/spell-harness.js,26102,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
302,src/__tests__/playwright/harness/spell-harness.js,26106,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
303,src/__tests__/playwright/harness/spell-harness.js,26110,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
304,src/__tests__/playwright/harness/spell-harness.js,26114,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
305,src/__tests__/playwright/harness/spell-harness.js,26122,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
306,src/__tests__/playwright/harness/spell-harness.js,26123,13,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
307,src/__tests__/playwright/harness/spell-harness.js,26129,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
308,src/__tests__/playwright/harness/spell-harness.js,26133,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
309,src/__tests__/playwright/harness/spell-harness.js,26139,13,no-undef,'console' is not defined.,done
310,src/__tests__/playwright/harness/spell-harness.js,26153,11,@typescript-eslint/no-unused-vars,'e' is defined but never used. Allowed unused args must match /^_/u.,done
311,src/__tests__/playwright/harness/spell-harness.js,26182,9,@typescript-eslint/no-unused-vars,'e' is defined but never used. Allowed unused args must match /^_/u.,done
312,src/__tests__/playwright/harness/spell-harness.js,26189,8,@typescript-eslint/no-unused-vars,'e' is defined but never used. Allowed unused args must match /^_/u.,done
313,src/__tests__/playwright/harness/spell-harness.js,26276,8,@typescript-eslint/no-unused-vars,'e' is defined but never used. Allowed unused args must match /^_/u.,done
314,src/__tests__/playwright/harness/spell-harness.js,26291,7,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
315,src/__tests__/playwright/harness/spell-harness.js,26343,7,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
316,src/__tests__/playwright/harness/spell-harness.js,26436,46,no-undef,'console' is not defined.,done
317,src/__tests__/playwright/harness/spell-harness.js,26517,46,no-undef,'console' is not defined.,done
318,src/__tests__/playwright/harness/spell-harness.js,26592,13,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
319,src/__tests__/playwright/harness/spell-harness.js,26614,19,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
320,src/__tests__/playwright/harness/spell-harness.js,26625,19,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
321,src/__tests__/playwright/harness/spell-harness.js,26636,17,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
322,src/__tests__/playwright/harness/spell-harness.js,26678,15,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
323,src/__tests__/playwright/harness/spell-harness.js,26748,13,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
324,src/__tests__/playwright/harness/spell-harness.js,26756,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
325,src/__tests__/playwright/harness/spell-harness.js,26758,11,@typescript-eslint/no-unused-expressions,Expected an assignment or function call and instead saw an expression.,done
326,src/__tests__/playwright/harness/spell-harness.js,26807,7,@typescript-eslint/no-unused-vars,'Qt' is assigned a value but never used.,done
327,src/__tests__/playwright/harness/spell-harness.js,26808,7,@typescript-eslint/no-unused-vars,'jt' is assigned a value but never used.,done
328,src/__tests__/playwright/harness/spell-harness.js,26809,7,@typescript-eslint/no-unused-vars,'Ft' is assigned a value but never used.,done
329,src/__tests__/playwright/harness/spell-harness.js,26810,7,@typescript-eslint/no-unused-vars,'Ut' is assigned a value but never used.,done
330,src/__tests__/playwright/harness/spell-harness.js,26811,7,@typescript-eslint/no-unused-vars,'Kt' is assigned a value but never used.,done
331,src/__tests__/playwright/harness/spell-harness.js,26812,7,@typescript-eslint/no-unused-vars,'Xt' is assigned a value but never used.,done
332,src/__tests__/playwright/harness/spell-harness.js,26813,7,@typescript-eslint/no-unused-vars,'Jt' is assigned a value but never used.,done
333,src/__tests__/playwright/harness/spell-harness.js,27607,9,preserve-caught-error,There is no `cause` attached to the symptom error being thrown.,done
334,src/__tests__/playwright/harness/spell-harness.js,27874,9,preserve-caught-error,There is no `cause` attached to the symptom error being thrown.,done
335,src/__tests__/playwright/harness/spell-harness.js,27911,9,preserve-caught-error,There is no `cause` attached to the symptom error being thrown.,done
336,src/__tests__/playwright/harness/spell-harness.js,28046,9,no-undef,'console' is not defined.,done
337,src/__tests__/playwright/harness/spell-harness.js,28142,23,no-undef,'window' is not defined.,done
338,src/__tests__/playwright/harness/spell-harness.js,28144,7,no-undef,'console' is not defined.,done
339,src/__tests__/playwright/harness/spell-harness.js,28148,20,no-undef,'Worker' is not defined.,done
340,src/__tests__/playwright/harness/spell-harness.js,28149,14,@typescript-eslint/no-unused-vars,'e1' is defined but never used.,done
341,src/__tests__/playwright/harness/spell-harness.js,28151,32,no-undef,'fetch' is not defined.,done
342,src/__tests__/playwright/harness/spell-harness.js,28153,25,no-undef,'URL' is not defined.,done
343,src/__tests__/playwright/harness/spell-harness.js,28154,22,no-undef,'Worker' is not defined.,done
344,src/__tests__/playwright/harness/spell-harness.js,28156,9,no-undef,'console' is not defined.,done
345,src/__tests__/playwright/harness/spell-harness.js,28180,7,no-undef,'console' is not defined.,done
346,src/__tests__/playwright/harness/spell-harness.js,28199,9,no-undef,'setTimeout' is not defined.,done
347,src/__tests__/playwright/harness/spell-harness.js,28202,5,no-undef,'setTimeout' is not defined.,done
348,src/__tests__/playwright/harness/spell-harness.js,28307,49,no-undef,'fetch' is not defined.,done
349,src/__tests__/playwright/harness/spell-harness.js,28307,72,no-undef,'fetch' is not defined.,done
350,src/__tests__/playwright/harness/spell-harness.js,28309,7,no-undef,'console' is not defined.,done
351,src/__tests__/playwright/harness/spell-harness.js,28328,17,no-undef,'document' is not defined.,done
352,src/__tests__/playwright/harness/spell-harness.js,28338,16,no-undef,'window' is not defined.,done
353,src/__tests__/playwright/harness/spell-harness.js,28339,16,no-undef,'window' is not defined.,done
354,src/__tests__/playwright/harness/spell-harness.js,28341,3,no-undef,'window' is not defined.,done
355,src/__tests__/playwright/harness/spell-harness.js,28375,3,no-undef,'document' is not defined.,done
356,src/__tests__/playwright/harness/spell-harness.js,28375,30,no-undef,'CustomEvent' is not defined.,done
357,src/__tests__/playwright/spell-check.spec.ts,122,15,@typescript-eslint/no-unused-vars,'spellCheckKey' is assigned a value but never used.,done
358,src/__tests__/smoke/paste-handling.test.ts,132,38,@typescript-eslint/no-require-imports,A `require()` style import is forbidden.,done
359,src/__tests__/smoke/paste-handling.test.ts,141,35,@typescript-eslint/no-require-imports,A `require()` style import is forbidden.,done
360,src/__tests__/webview/ui/settingsPanel-reactive.test.ts,103,37,@typescript-eslint/no-require-imports,A `require()` style import is forbidden.,done
361,src/__tests__/webview/ui/settingsPanel-reactive.test.ts,145,5,@typescript-eslint/no-require-imports,A `require()` style import is forbidden.,done
362,src/features/imageAsk.ts,66,7,preserve-caught-error,There is no `cause` attached to the symptom error being thrown.,done
363,src/webview/editor.ts,287,15,@typescript-eslint/no-unused-vars,'acquireVsCodeApi' is defined but never used.,done
364,src/webview/extensions/aiExplain-unified.ts,18,20,@typescript-eslint/no-require-imports,A `require()` style import is forbidden.,done
365,src/webview/extensions/spellCheck.ts,179,12,@typescript-eslint/no-unused-vars,'e1' is defined but never used.,done
366,src/webview/features/spellCheckMenu.ts,68,11,@typescript-eslint/no-unused-vars,'decorations' is assigned a value but never used.,done
367,src/webview/features/spellCheckMenu.ts,70,9,@typescript-eslint/no-unused-vars,'pluginDecos' is assigned a value but never used.,done
368,src/webview/features/spellCheckMenu.ts,76,9,@typescript-eslint/no-unused-vars,'stateDecos' is assigned a value but never used.,done
